,course_code,title,instructor,distros,time,location
195,EDST0238A-S26,Ed Psyc: In the Community,Jonathan Miller-Lane,,"1:30pm-4:15pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 201 (AXT 201)
196,EDST0306A-S26,Elementary Science Methods,Tracy Weston,,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 110 (AXT 110)
197,EDST0430A-S26,Senior Seminar in Education,Tracy Weston,CW SOC,"12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 301 (AXT 301)
198,ENGL0103A-S26,Reading Literature,Antonia Losano,CW LIT,"8:15am-9:30am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 201 (AXT 201)
199,ENGL0103B-S26,Reading Literature,Marion Wells,CW LIT,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Old Chapel 206 (OCH 206)
200,ENGL0117A-S26,The Short Story,Robert Cohen,"AMR LIT, NOR","12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 103 (AXN 103)
201,ENGL0135A-S26,Poetry and Performance,James Berg,LIT,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Old Chapel 206 (OCH 206)
202,ENGL0205A-S26,Intro:Contemporary Lit. Theory,Antonia Losano,EUR LIT,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 201 (AXT 201)
203,ENGL0233A-S26,Global English and New Media,Benjamin Graves,LIT SOC,"2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Le Chateau 107 (CHT 107)
204,ENGL0263A-S26,American Psycho,Michael Newbury,AMR LIT,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 105 (AXN 105)
205,ENGL0268A-S26,Literature of Displacement,Yumna Siddiqi,"CMP LIT, SOA, SOC","1:30pm-4:15pm on Monday (Feb 9, 2026 to May 11, 2026)",Axinn Center 219 (AXN 219)
206,ENGL0275A-S26,Multi-Ethnic British Lit,Benjamin Graves,"CMP EUR, LIT","11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Atwater Hall A A100 (ATA A100)
207,ENGL0304A-S26,"The Graphic Novel
Please register via AMST 0304A",Michael Newbury,AMR LIT,"2:15pm-3:05pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 105 (AXN 105)
208,ENGL0306A-S26,Race & the Contemporary Novel,Jennifer Wang,"AMR CMP, LIT, NOR","11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 104 (AXN 104)
209,ENGL0314A-S26,Bestsellers and Prize-Winners,Jennifer Wang,"AMR LIT, SOC","12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 104 (AXN 104)
210,ENGL0327A-S26,"Imagining Rural America
Please register via AMST 0327A",William Nash,"AMR ART, LIT","12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 219 (AXN 219)
211,ENGL0328A-S26,England's Ovid Font of Myth,Timothy Billings,EUR LIT,"12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
212,ENGL0359A-S26,"The Art of Nabokov
Please register via RUSS 0359A",Matthew Walker,AMR LIT,"2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Le Chateau 110 (CHT 110)
213,ENGL0454A-S26,Avant-Garde Poetry Experiments,Timothy Billings,ART LIT,"1:30pm-4:15pm on Thursday (Feb 9, 2026 to May 11, 2026)",Pearsons KAD (PRS KAD)
214,ENGL0466A-S26,Romeo and Juliet,James Berg,"ART EUR, LIT","1:30pm-4:15pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Le Chateau 109 (CHT 109)
215,ENVS0112A-S26,Science Environmental Systems,Molly Costanza-Robinson,SCI,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Hillcrest 103 (HLD 103)
216,ENVS0208A-S26,Env Justice / the Anthropocene,Dan Suarez,CMP SOC,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Johnson Memorial Building 204 (JHN 204)
217,ENVS0211A-S26,Conservation & Env Policy,Mez Baker-Medard,AMR SOC,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Hillcrest 103 (HLD 103)
218,ENVS0215A-S26,Contested Grounds,Daniel Brayton,AMR,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Hillcrest 103 (HLD 103)
219,ENVS0220A-S26,"The N Word: Nature, Revisited",Carolyn Finney,AMR NOR,"1:30pm-4:15pm on Monday (Feb 9, 2026 to May 11, 2026)",Warner Hall 101 (WNS 101)
220,ENVS0248A-S26,"Human Toxicology
Please register via BIOL 0248A",Sam Byrne,SCI,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 403 (MBH 403)
221,ENVS0261A-S26,"Human Geography with GIS
Please register via GEOG 0261A",Joseph Holler,DED SCI,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 104 (MBH 104)
222,ENVS0265A-S26,Environmental Detectives,Kate Crawford,SCI,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 311 (MBH 311)
223,ENVS0355A-S26,Water: From Fish to PFAS,"Peter Ryan, Christopher Klyza",,"1:30pm-4:15pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Hillcrest 103 (HLD 103)
224,ENVS0401A-S26,Community Engaged Practicum,"Kate Crawford, Diane Munroe",,"11:15am-12:30pm on Tuesday, Thursday at HLD 103 (Feb 9, 2026 to May 11, 2026)
1:30pm-4:15pm on Tuesday at HLD 200 (Feb 9, 2026 to May 11, 2026)",Hillcrest 103 (HLD 103)
225,ENVS0401B-S26,Community Engaged Practicum,"Dan Suarez, Diane Munroe",,"11:15am-12:30pm on Tuesday, Thursday at HLD 200 (Feb 9, 2026 to May 11, 2026)
1:30pm-4:15pm on Thursday at HLD 200 (Feb 9, 2026 to May 11, 2026)",Hillcrest 200 (HLD 200)
226,ENVS0442A-S26,Transnational Feminist Conserv,Mez Baker-Medard,"CMP SAF, SOC","9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",
227,FMMC0101A-S26,Aesthetics of the Moving Image,Nikolina Dobreva,ART,"9:45am-11:00am on Tuesday, Thursday at AXN 232 (Feb 9, 2026 to May 11, 2026)
7:30pm-10:25pm on Tuesday at SDL DNA (Feb 9, 2026 to May 11, 2026)",Axinn Center 232 (AXN 232)
228,FMMC0104A-S26,Television & American Culture,Jason Mittell,AMR SOC,"2:15pm-3:30pm on Tuesday, Thursday at AXN 109 (Feb 9, 2026 to May 11, 2026)
7:30pm-10:25pm on Tuesday at AXN 100 (Feb 9, 2026 to May 11, 2026)",Axinn Center 109 (AXN 109)
229,FMMC0200A-S26,Filmmaking,Natasha Ngaiza,ART,"1:30pm-4:15pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 001 (AXN 001)
230,FMMC0209A-S26,Park Chan-wook & Bong Joon-ho,Nikolina Dobreva,ART NOA,"12:45pm-2:00pm on Tuesday, Thursday at AXN 109 (Feb 9, 2026 to May 11, 2026)
7:30pm-10:25pm on Tuesday at SDL 110 (Feb 9, 2026 to May 11, 2026)",Axinn Center 109 (AXN 109)
231,FMMC0220A-S26,Directing for the Screen,Ioana Uricaru,,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 001 (AXN 001)
232,FMMC0224A-S26,African Cinema,Natasha Ngaiza,"ART CMP, HIS, SAF","11:15am-12:30pm on Tuesday, Thursday at AXN 229 (Feb 9, 2026 to May 11, 2026)
7:30pm-10:25pm on Wednesday at SDL DNA (Feb 9, 2026 to May 11, 2026)",Axinn Center 229 (AXN 229)
233,FMMC0252A-S26,Hitchcock & Renoir,Christian Keathley,ART,"9:45am-11:00am on Monday, Wednesday at AXN 232 (Feb 9, 2026 to May 11, 2026)
7:30pm-10:25pm on Monday at AXN 232 (Feb 9, 2026 to May 11, 2026)",Axinn Center 232 (AXN 232)
234,FMMC0334A-S26,Videographic Film Studies,Christian Keathley,,"2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 105 (AXN 105)
235,FMMC0335A-S26,Advanced Filmmaking,David Miranda Hardy,ART,"1:30pm-4:15pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 001 (AXN 001)
236,FMMC0341A-S26,Advanced Screenwriting,David Miranda Hardy,ART,"9:45am-11:00am on Tuesday, Thursday at AXN 105 (Feb 9, 2026 to May 11, 2026)
7:30pm-10:25pm on Tuesday at AXN 105 (Feb 9, 2026 to May 11, 2026)",Axinn Center 105 (AXN 105)
237,FMMC0360A-S26,Film & Media Criticism,Jason Mittell,CW,"11:15am-12:30pm on Tuesday, Thursday at AXN 104 (Feb 9, 2026 to May 11, 2026)
7:30pm-10:25pm on Tuesday at AXN 232 (Feb 9, 2026 to May 11, 2026)",Axinn Center 104 (AXN 104)
238,FOOD0352A-S26,"Food History in Middle East
Please register via HIST 0352A",Febe Armanios,"CMP HIS, MDE, SOC","12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Le Chateau 107 (CHT 107)
239,FREN0105A-S26,Accelerated Beginning French,Gyula Zsombok,,"11:15am-12:30pm on Tuesday, Thursday at CHT 109 (Feb 9, 2026 to May 11, 2026)
11:15am-12:05pm on Monday, Wednesday, Friday at CHT 109 (Feb 9, 2026 to May 11, 2026)",Le Chateau 109 (CHT 109)
240,FREN0201A-S26,Intermediate French I,Therese Banks,LNG,"8:40am-9:30am on Thursday at CHT 109 (Feb 9, 2026 to May 11, 2026)
8:40am-9:30am on Monday, Wednesday, Friday at CHT 109 (Feb 9, 2026 to May 11, 2026)",Le Chateau 109 (CHT 109)
241,FREN0201B-S26,Intermediate French I,Julien Weber,LNG,"9:45am-10:35am on Thursday at CHT 109 (Feb 9, 2026 to May 11, 2026)
9:45am-10:35am on Monday, Wednesday, Friday at CHT 109 (Feb 9, 2026 to May 11, 2026)",Le Chateau 109 (CHT 109)
242,FREN0205A-S26,Toward Liberated Expression,Peter Tarjanyi,LNG,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Le Chateau 110 (CHT 110)
243,FREN0205B-S26,Toward Liberated Expression,Peter Tarjanyi,LNG,"11:15am-12:05pm on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Le Chateau 110 (CHT 110)
244,FREN0209A-S26,Self&Society Writing in French,Nnenna Onyima,EUR LNG,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Le Chateau 107 (CHT 107)
245,FREN0209B-S26,Self&Society Writing in French,Therese Banks,EUR LNG,"11:15am-12:05pm on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Le Chateau 003 (CHT 003)
246,FREN0224A-S26,Travelers and Migrants,Julien Weber,"CMP EUR, LIT","11:15am-12:05pm on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Le Chateau 107 (CHT 107)
247,FREN0224B-S26,Travelers and Migrants,Julien Weber,"CMP CW, EUR, LIT","11:15am-12:05pm on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Le Chateau 107 (CHT 107)
248,FREN0233A-S26,History of the French Language,Gyula Zsombok,"CMP HIS, LNG","9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Le Chateau 003 (CHT 003)
249,FREN0233B-S26,History of the French Language,Gyula Zsombok,"CMP CW, HIS, LNG","9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Le Chateau 003 (CHT 003)
250,FREN0325A-S26,African Stories and Histories,Nnenna Onyima,"LIT LNG, SAF","2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Le Chateau 107 (CHT 107)
251,FREN0390A-S26,French Feminisms on Screen,Peter Tarjanyi,"ART CMP, EUR, LNG","12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Le Chateau 003 (CHT 003)
252,FYSE1032A-S26,Bayeux Tapestry,Eliza Garrison,CW,"2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 126 (MAC 126)
253,FYSE1045A-S26,History and the Graphic Novel,Rebecca Bennette,CW,"12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
254,FYSE1095A-S26,Catastrophic Memories,Connor Williams,CW,"1:00pm-2:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Old Chapel 206 (OCH 206)
255,FYSE1109A-S26,Walking in Maps,Niwaeli Kimambo,CW,"8:40am-9:30am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 148 (MBH 148)
256,FYSE1111A-S26,Energy: Always and Everywhere,AJ Vasiliou,CW,"12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 168 (MBH 168)
257,FYSE1115A-S26,The Horror of Deep Time,Alexis Mychajliw,CW,"1:30pm-4:15pm on Thursday at MBH 305 (Feb 9, 2026 to May 11, 2026)
2:15pm-3:30pm on Tuesday at MBH 305 (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 305 (MBH 305)
258,FYSE1404A-S26,Language and Identity,Marcos Rohena-Madrazo,CW,"12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 317 (MNR 317)
259,FYSE1528A-S26,Invention of Nature,Marybeth Nevins,CW,"2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Sunderland Lanuage Ctr 202 (SDL 202)
260,GEOG0151A-S26,The Global Environment,Jessica L'Roe,DED SCI,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 219 (MBH 219)
261,GEOG0202A-S26,Border Geographies,Guntram Herb,"CMP HIS, SOC","12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 430 (MBH 430)
262,GEOG0212A-S26,Urban Geography,Peter Nelson,AMR SOC,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 538 (MBH 538)
263,GEOG0261A-S26,Human Geography with GIS,Joseph Holler,DED SOC,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 104 (MBH 104)
264,GEOG0281A-S26,Placebased Data Analysis,Peter Nelson,DED,"8:15am-9:30am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 438 (MBH 438)
265,GEOG0351A-S26,Remote Sensing & Land Use,Niwaeli Kimambo,"DED SAF, SCI","11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 148 (MBH 148)
266,GHLT0211A-S26,Public Health of Disasters,Pam Berenbaum,SOC,"2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Library 201 (LIB 201)
267,GHLT0232A-S26,Principles of Epidemiology,Sam Byrne,DED,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 169 (MBH 169)
268,GHLT0257A-S26,Global Health,David Torres,CMP SOC,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",LaForce 121 (LAF 121)
269,GHLT0257B-S26,Global Health,David Torres,CMP SOC,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",LaForce 121 (LAF 121)
270,GHLT0265A-S26,"Environmental Detectives
Please register via ENVS 0265A",Kate Crawford,SCI,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 311 (MBH 311)
271,GHLT0366A-S26,Law and Econ in Healthcare,Jessica Holmes,AMR SOC,"1:30pm-4:15pm on Tuesday (Feb 9, 2026 to May 11, 2026)",Robert A. Jones '59 House CON (RAJ CON)
272,GHLT0366B-S26,Law and Econ in Healthcare,Jessica Holmes,AMR SOC,"7:30pm-10:25pm on Tuesday (Feb 9, 2026 to May 11, 2026)",Robert A. Jones '59 House CON (RAJ CON)
273,GREK0102A-S26,Beginning Greek II,Pavlos Sfyroeras,LNG,"11:15am-12:30pm on Tuesday, Thursday at AXT 301 (Feb 9, 2026 to May 11, 2026)
11:15am-12:05pm on Monday, Wednesday, Friday at AXT 301 (Feb 9, 2026 to May 11, 2026)",Twilight Hall 301 (AXT 301)
274,GREK0302A-S26,Readings in Greek Lit II,Pavlos Sfyroeras,LIT LNG,"2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 206 (AXT 206)
275,GRMN0103A-S26,Beginning German Continued,"Florence Feiereisen, Natalie Eppelsheimer",LNG,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Freeman CK2 (FIC CK2)
276,GRMN0103B-S26,Beginning German Continued,"Natalie Eppelsheimer, Florence Feiereisen",LNG,"11:15am-12:05pm on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Freeman CK2 (FIC CK2)
277,GRMN0111A-S26,Accelerated Beginning German,Bettina Matthias,LNG,"9:45am-11:00am on Tuesday, Thursday at FIC HAM (Feb 9, 2026 to May 11, 2026)
9:45am-10:35am on Monday, Wednesday, Friday at FIC HAM (Feb 9, 2026 to May 11, 2026)",Freeman HAM (FIC HAM)
278,GRMN0202A-S26,Intermediate German Continued,Roman Graf,EUR LNG,"9:45am-11:00am on Tuesday, Thursday at FIC CK1 (Feb 9, 2026 to May 11, 2026)
9:45am-10:35am on Monday, Friday at FIC CK1 (Feb 9, 2026 to May 11, 2026)",Freeman CK1 (FIC CK1)
279,GRMN0202B-S26,Intermediate German Continued,Bettina Matthias,EUR LNG,"11:15am-12:30pm on Tuesday, Thursday at FIC CK1 (Feb 9, 2026 to May 11, 2026)
11:15am-12:05pm on Monday, Friday at FIC CK1 (Feb 9, 2026 to May 11, 2026)",Freeman CK1 (FIC CK1)
280,GRMN0215A-S26,Holocaust Refugees GlobalSouth,Natalie Eppelsheimer,"CMP HIS, SOC","2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Freeman CK2 (FIC CK2)
281,GRMN0422A-S26,German Architecture and Power,Florence Feiereisen,"ART EUR, LNG","2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Freeman CK2 (FIC CK2)
282,GRMN0465A-S26,Reasonable Doubts,Roman Graf,EUR LIT,"2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Freeman CK1 (FIC CK1)
283,GRMN0465B-S26,Reasonable Doubts,Roman Graf,"CW EUR, LIT","2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Freeman CK1 (FIC CK1)
284,GSFS0172A-S26,Writing Gender & Sexuality,Catharine Wright,ART LIT,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Adirondack House CLT (ADK CLT)
285,GSFS0191A-S26,Gender and the Body,Bahia Munem,CMP SOC,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Gifford LCT (GFD LCT)
286,GSFS0200A-S26,Feminist Foundations,Cynthia Gao,CMP SOC,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Ross Commons Dining 011 (RCD 011)
287,GSFS0210A-S26,"History of Sexuality in the US
Please register via HIST 0210A",Lana Povitz,"AMR HIS, SOC","11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 219 (AXN 219)
288,GSFS0219A-S26,"Microbes and Social (In)equity
Please register via BIOL 0219A",Erin Eggleston,SCI,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 338 (MBH 338)
289,GSFS0235A-S26,"Gender Politics in Arab World
Please register via ARBC 0235A",Dima Ayoub,"CMP MDE, SOC","7:30pm-10:25pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 219 (AXN 219)
290,GSFS0268A-S26,"Literature of Displacement
Please register via ENGL 0268A",Yumna Siddiqi,"CMP LIT, SOA, SOC","1:30pm-4:15pm on Monday (Feb 9, 2026 to May 11, 2026)",Axinn Center 219 (AXN 219)
291,GSFS0338A-S26,"Gender and the Making of Space
Please register via HARC 0338A",Erin Sassin,"ART CMP, HIS","12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 126 (MAC 126)
292,GSFS0360A-S26,Gender/Sexuality in Asian Amer,Cynthia Gao,AMR SOC,"12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
293,GSFS0390A-S26,"French Feminisms on Screen
Please register via FREN 0390A",Peter Tarjanyi,"ART CMP, EUR, LNG","12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Le Chateau 003 (CHT 003)
294,GSFS0415A-S26,"Black Feminist Thoughts
Please register via BLST 0415A",Jerry Philogene,"AMR CMP, HIS, SOC","2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 311 (MNR 311)
295,GSFS0442A-S26,"Transnational Feminist Conserv
Please register via ENVS 0442A",Mez Baker-Medard,"CMP CW, SAF, SOC","9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",
296,HARC0100A-S26,Intro to Global Visual Culture,Sarah Rogers,ART CMP,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 125 (MAC 125)
297,HARC0130A-S26,Intro. to Architectural Design,Benjamin Allred,ART,"1:30pm-4:15pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Johnson Memorial Building 205 (JHN 205)
298,HARC0204A-S26,Approaches to Islamic Art,Cynthia Packert,ART MDE,"12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 125 (MAC 125)
299,HARC0214A-S26,Northern Renaissance Art,Eliza Garrison,"ART EUR, HIS","2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 125 (MAC 125)
300,HARC0216A-S26,Intro to Industrial Design,Daniel Houghton,ART,"12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Johnson Memorial Building 102 (JHN 102)
301,HARC0230A-S26,Modern Architecture,Erin Sassin,ART HIS,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Johnson Memorial Building 204 (JHN 204)
302,HARC0231A-S26,Architecture & Environment,Sam Ostrow,ART,"8:15am-9:30am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Johnson Memorial Building 201 (JHN 201)
303,HARC0254A-S26,Vermeer's World,Carrie Anderson,"ART EUR, HIS","11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Johnson Memorial Building 204 (JHN 204)
304,HARC0274A-S26,Ancient Arts of Africa,Marguerite Lenius,"ART CMP, HIS, SAF","11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 125 (MAC 125)
305,HARC0283A-S26,Early Circumpolar Architecture,Robyn Barrow,"ART CMP, EUR, HIS","9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 125 (MAC 125)
306,HARC0330A-S26,Interm. Architectural Design,Trea Sweeny,ART,"1:30pm-4:15pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Johnson Memorial Building 207 (JHN 207)
307,HARC0338A-S26,Gender and the Making of Space,Erin Sassin,"ART CMP, HIS","12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 126 (MAC 126)
308,HARC0352A-S26,"The Good, the Bad, & the Ugly",Cynthia Packert,ART SOA,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 126 (MAC 126)
309,HARC0367A-S26,Duality in African Art,Marguerite Lenius,"ART CMP, CW, HIS, SAF","2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 209 (MAC 209)
310,HARC0377A-S26,Design Lab I,Daniel Houghton,ART,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Johnson Memorial Building 102 (JHN 102)
311,HARC0378A-S26,Design Lab II,Daniel Houghton,ART,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Johnson Memorial Building 102 (JHN 102)
312,HARC0379A-S26,Contemporary Arab Art,Sarah Rogers,ART MDE,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 126 (MAC 126)
313,HARC0383A-S26,Animal Actors and Medieval Art,Robyn Barrow,"ART EUR, HIS","1:30pm-4:15pm on Wednesday (Feb 9, 2026 to May 11, 2026)",Mahaney Center for the Arts 126 (MAC 126)
314,HARC0732A-S26,Senior Thesis Arch Studies II,Misty Kaplan,WTR,"1:30pm-4:15pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Johnson Memorial Building 203 (JHN 203)
315,HEBM0103A-S26,Intro Modern Hebrew III,Michal Strier,LNG,"9:45am-10:35am on Tuesday, Thursday at AXT 206 (Feb 9, 2026 to May 11, 2026)
9:45am-11:00am on Monday, Wednesday at AXT 206 (Feb 9, 2026 to May 11, 2026)",Twilight Hall 206 (AXT 206)
316,HEBM0200A-S26,"The US-Israel Relationship
Please register via JWST 0200A",Ted Sasson,MDE SOC,"12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Twilight Hall 201 (AXT 201)
317,HEBM0231A-S26,"Zionism and ""Roads Not Taken",Adi Livny,"CMP EUR, HIS","12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
318,HEBM0238A-S26,Intercultural Jerusalem,Adi Livny,"CMP HIS, MDE, PHL","7:30pm-10:25pm on Tuesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
319,HIST0109A-S26,Islam & Mid. East Since 1453,Febe Armanios,HIS MDE,"8:15am-9:30am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 219 (AXN 219)
320,HIST0210A-S26,History of Sexuality in the US,Lana Povitz,"AMR HIS, SOC","11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 219 (AXN 219)
321,HIST0212A-S26,Civil War and Reconstruction,Amy Morsman,AMR HIS,"8:15am-9:30am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Library 201 (LIB 201)
